Category,Name,Net weight,Price
"Beverage","Terra Vega Cbernet Sauvignon Sweet Wine | 750ml","750",523
"Beverage","Johnnie Walker Black Scotch Whisky | 3L","3",5250
"Beverage","Imperial Blue Superior Whisky | 1L","1",428
"Beverage","Beringer Chardonnay | 750ml","750",575
"Beverage","Beringer Cabernet Sauvignon | 750ml","750",545
"Beverage","Hardy's Stamp Cabernet Merlot | 750ml","750",525
"Beverage","Beringer White Zinfandel | 750ml","750",575
"Beverage","Glenfidich Single Malt 18yo | 700ml","700",6275
"Beverage","Gossips Sweet Lips Pink Moscato | 750ml","750",510
"Beverage","Gossips Sweet Lip Dolcetto & Syrah | 750ml","750",510
"Beverage","Gossips Sweet Lips Wine | 750ml","750",510
"Beverage","Gossips Melot | 750ml","750",510
"Beverage","Gossips Cabernet Sauvignon | 750ml","750",510
"Beverage","Gossips Shiraz | 750ml","750",510
"Beverage","Terra Vega Merlot | 750ml","750",483
"Beverage","Terra Vega Cabernet Sauvignon | 750ml","750",483
"Beverage","Fundador Ultra Smooth | 700ml","700",425
"Beverage","Singleton Singlemalt Whisky 18yo | 700ml","700",6240
"Beverage","J Walker Gold Label Reserve | 1.75L","1.75",5275
"Beverage","Fundador Supremo 12yo | 1L","1",3885
"Beverage","Jose Cuervo Margarita Mix | 1L","1",382
"Beverage","Arbor Mist Blackberry Merlot | 750ml","750",433
"Beverage","Arbor Mist Red Moscato Cherry | 750ml","750",433
"Beverage","Hardy's Varietal Range Moscato | 750ml","750",460
"Beverage","Hardy's Varietal Range Cabernet Sauvignon | 750ml","750",460
"Beverage","Hardy's Varietal Range Merlot | 750ml","750",460
"Beverage","Hardy's Varietal Range Chardonnay | 750ml","750",460
"Beverage","Hardy's Varietal Range Shiraz | 750ml","750",460
"Beverage","Mogu Mogu Melon | 320ml","320",45
"Beverage","Alfonso 1 Solera Brandy | 700ml","700",405
"Beverage","Novellino Rosso Vivace | 750ml","750",375
"Beverage","Novellino Bianco Vivace | 750ml","750",375
"Beverage","Novellino Rosso Vivace Light | 750ml","750",375
"Beverage","Gilbey's Premium Vodka | 1L","1",385
"Beverage","Lipton Yellow Label Tea | 2g 100pcs","2",524.5
"Beverage","Tanduay Rhum 12yo Superior | 700ml","700",340
"Beverage","Mompo Mass Wine | 750ml","750",415
"Beverage","Henessy Vsop Cognac | 700ml","700",3860
"Beverage","Maya Champorado | 113.5g","113.5",40
"Beverage","Frontera Moscato | 750ml","750",417
"Beverage","Frontera Chardonnay | 750ml","750",417
"Beverage","Frontera Merlot | 750ml","750",417
"Beverage","Viã A Sta Crlna Antres Crbnt Svgnn | 750ml","750",365
"Beverage","Viã A Sta Crlna Antares Merlot | 750ml","750",365
"Beverage","Wild Vines Blackberry Merlot | 750ml","750",363
"Beverage","Gatorade Blue Bolt | 350ml","350",36.5
"Beverage","Alfonso 1 Zero | 1L","1",355
"Beverage","Emperador Double Light | 1.5L","1.5",315
"Beverage","Emperador Light | 1.5L","1.5",378
"Beverage","Twinings Greentea Forst Fruits | 1.5g 25pcs","1.5",324.5
"Beverage","El Hombre Tequilla Gold | 700ml","700",334
"Beverage","Glenfidich Single Malt 15yo | 700ml","700",4225
"Beverage","Gilbey's Gin Smoother Blend | 1L","1",345
"Beverage","Chamdor Peach | 750ml","750",375
"Beverage","Fundador Double Light | 700ml","700",300
"Beverage","Fundador Light | 700ml","700",286
"Beverage","Remy Martin Vsop | 700ml","700",3840
"Beverage","Alhambra Solera Light | 1L","1",290
"Beverage","Tres Cepas Light Brandy | 1L","1",324
"Beverage","Mojitos Gold Tequila | 750ml","750",317
"Beverage","Twinnings Green Tea Mint | 1.5g 25pcs","1.5",339.5
"Beverage","Twinings Green Tea Jasmine | 1.8g 25pcs","1.8",339.5
"Beverage","Napoleon Brandy Vsop 80PF | 750ml","750",286
"Beverage","Twinnings English Brkfast Tea | 2g 25pcs","2",329.5
"Beverage","Novellino Strawberry Passion | 750ml","750",311
"Beverage","Novellino Wild Blacberry | 750ml","750",296
"Beverage","Novellino Bianco Classico | 750ml","750",311
"Beverage","Novellino Rosso Classico Light | 750ml","750",311
"Beverage","Novellino Strawberry Passion Light | 750ml","750",311
"Beverage","Novellino Rossita Dizionale | 750ml","750",311
"Beverage","Novellino Luscious Peach | 750ml","750",311
"Beverage","Chivas Regal 18yo | 700ml","700",2799
"Beverage","Franzia California Red | 750ml","750",364
"Beverage","Jinro Soju | 700ml","700",315
"Beverage","Gilbey's Premium Vodka | 700ml","700",305
"Beverage","Emperador Light Imported | 1L","1",287
"Beverage","Johnnie Walker 18yo | 750ml","750",3820
"Beverage","Novellino Sangria | 750ml","750",282
"Beverage","C2 Milktea Caramel | 270ml","270",34.5
"Beverage","C2 Milktea Wintermelon | 270ml","270",34.5
"Beverage","Treetop Cranberry Juice | 2L","2",339.5
"Beverage","Santa Carolina Red Wine | 750ml","750",300
"Beverage","Locally Blended Juice Can Guyabano | 240ml","240",35.95
"Beverage","Gilbey's Gin Smoother Blend | 700ml","700",276
"Beverage","Alfonso 1 Light Brand | 700ml","700",275
"Beverage","Tanduay Rhum 5YO 80PF | 1L","1",253
"Beverage","Smirnoff Red Vodka | 350ml","350",305
"Beverage","Dona Elena Sweet Red Wine | 750ml","750",275
"Beverage","Zafiro Strawberry | 700ml","700",325
"Beverage","Zafiro Premium Gin | 700ml","700",315
"Beverage","Jinro Soju Light | 750ml","750",225
"Beverage","Vino Fontana Red Wine | 750ml","750",295
"Beverage","Mojitos Silver Tequila | 750ml","750",246
"Beverage","Margarita Queen | 750ml","750",243
"Beverage","Johnnie Walker Gold Label Reserve | 1L","1",2435
"Beverage","Doña Elena Red Wine | 750ml","750",264
"Beverage","Dona Elena White Wine | 750ml","750",264
"Beverage","Grey Goose Vodka | 750ml","750",2815
"Beverage","Glenfidich Scotch Whisky 12yo | 700ml","700",2845
"Beverage","Johnnie Walker Red Label | 3L","3",2450
"Beverage","El Hombre Tequilla | 700ml","700",240
"Beverage","Rossa Mia Sangria | 1L","1",220
"Beverage","Treetop Pet Juice Apple | 2L","2",269.5
"Beverage","Henessy Very Special | 700ml","700",2060
"Beverage","Emperador Deluxe | 700ml","700",192
"Beverage","Maria Clara Sangria 20PF | 750ml","750",206
"Beverage","Ginebra San Miguel Premium Gin | 750ml","750",245
"Beverage","Fundador Exclusivo | 700ml","700",1919
"Beverage","Jager Meister Liqueur | 1.75L","1.75",2000
"Beverage","UCC 3in1 Coffee Regular | 20g 20pcs","20",249.5
"Beverage","UCC 3in1 Coffee Strong | 20g 20pcs","20",249.5
"Beverage","Jack Daniels Tennesse Whisky | 1L","1",1780
"Beverage","Singleton Singlemalt | 700ml","700",2055
"Beverage","Toska Vodka | 700ml","700",248
"Beverage","G Taste Ice Coffee Choco Mocha | 200ml","200",23.5
"Beverage","G Taste Ice Coffee Caramel Macchiato | 200ml","200",23.5
"Beverage","Great Taste Iced Coffee Vanilla Latte | 200ml","200",23.5
"Beverage","White Castle 69 Whisky | 700ml","700",199
"Beverage","Emperador Double Light | 1L","1",197
"Beverage","Don Papa Rum | 700ml","700",1855
"Beverage","Montes Alpha Cabernet Sauvignon | 750ml","750",1855
"Beverage","Montes Alpha Syrah | 750ml","750",1855
"Beverage","Johnnie Walker Double Black | 700ml","700",1409
"Beverage","Jack Daniels Tennesse Whisky | 700ml","700",1265
"Beverage","Dewars Scotch Whisky 15yo | 750ml","750",2070
"Beverage","Emperador Gold Brandy | 750ml","750",130
"Beverage","Chivas Regal 12Yo Scotch Whisky | 1L","1",1169
"Beverage","Locally Super Fruits Passion Fruit | 1L","1",149.5
"Beverage","Locally Super Fruits Dragonfruit | 1L","1",149.5
"Beverage","Carlo Rossi Burgundy Red | 4L","4",1780
"Beverage","Tanduay Rhum 5yo 80PF | 750ml","750",145
"Beverage","Tanduay White Premium Rhum | 750ml","750",143
"Beverage","Dewars Scotch Whisky 12yo | 750ml","750",1099
"Beverage","Hoegaarden Rosee Can | 330ml","330",130
"Beverage","Natures Spring Ph9.0 Alkaline | 500ml","500",15.5
"Beverage","Tanduay Select Blended Rum | 700ml","700",140
"Beverage","Ginebra San Miguel Frasco | 700ml","700",152
"Beverage","Emperador Double Light | 750ml","750",153
"Beverage","Emperador Brandy Light | 750ml","750",153
"Beverage","Emperador Brandy | 750ml","750",153
"Beverage","Henessy XO Cognac | 700ml","700",13830
"Beverage","GSM Blue Flavors Gin Margarita | 700ml","700",152
"Beverage","GSM Mojito Flavored Spirit | 700ml","700",140
"Beverage","GSM Blue Light Gin | 700ml","700",128
"Beverage","GSM Blue Flavors Gin Pomelo | 700ml","700",152
"Beverage","Mogu Mogu Stawberry Juice | 1L","1",129.5
"Beverage","Mogu Mogu Grape Juice | 1L","1",129.5
"Beverage","Johnnie Walker Red Label | 1.75L","1.75",1295
"Beverage","Hoegaarden Rosee Can | 248ml","248",112
"Beverage","Bombay Sapphire | 750ml","750",1090
"Beverage","Fontana Juice Cranberry | 1L","1",126.5
"Beverage","Goodday Korean Cherry Soju | 360ml","360",109.5
"Beverage","Goodday Korean Green Grape Soju | 360ml","360",109.5
"Beverage","Goodday Korean Peach Soju | 360ml","360",109.5
"Beverage","Goodday Korean Original Soju | 350ml","350",99.5
"Beverage","Jose Cuervo Gold Espl Tequilla | 1L","1",1230
"Beverage","Jim Beam Black 6yo Bourbon Whisky | 750ml","750",1070
"Beverage","Jinro Green Grape | 360ml","360",113
"Beverage","Jinro Grapefruit | 360ml","360",113
"Beverage","Jinro Chamisul Soju Classic | 360ml","360",120
"Beverage","Jinro Chamisul Soju Fresh | 360ml","360",120
"Beverage","The Bar Fruity Mix Green Grape | 700ml","700",132
"Beverage","The Bar Fruity Mix P Grapefruit | 700ml","700",132
"Beverage","The Bar Pink Gin | 700ml","700",138
"Beverage","The Bar Lime Gin | 700ml","700",138
"Beverage","The Bar Premium Dry Gin | 700ml","700",138
"Beverage","Corona Extra Beer | 330ml","330",96
"Beverage","Tanduay Rhum Light | 750ml","750",129
"Beverage","Happy Day Juice Tomato | 1L","1",169.5
"Beverage","Remy Martin XO Excellence | 700ml","700",13405
"Beverage","Tsingtao Beer | 640ml","640",129
"Beverage","Batangas Pure Cacao | 100g","100",132.5
"Beverage","Locally Blended Juice Dalandan Tetra | 1L","1",100
"Beverage","Natures Spring Distilled Water | 6.6L","6.6",79.5
"Beverage","SM Bonus Creamer Cannister | 3g 50pcs","3",67.5
"Beverage","Hersheys Cocoa | 453g","453",614.5
"Beverage","San Miguel Beer Can Lychee | 330ml","330",54.5
"Beverage","Blend 45 Coffee 3in1 | 18g 10pcs","18",52
"Beverage","Nescafe Gold Intense | 100g","100",319.5
"Beverage","Sola Iced Tea Lemon | 250ml","250",44.5
"Beverage","Sola Iced Tea Raspberry | 250ml","250",44.5
"Beverage","Sprite Pet | 500ml","500",37.95
"Beverage","Squeezed U Ginger Juice Conc | 500ml","500",364.5
"Beverage","Royal Can Tru Grape | 330ml","330",37.5
"Beverage","Real Leaf Frutcy Icedtea Lemonice | 480ml","480",24.5
"Beverage","Tang Powder Juice Lychee | 20g","20",21
"Beverage","Blend 45 Coffee | 25g","25",22.5
"Beverage","Zest O Fresh Pick Apple Juice | 200ml","200",11.5
"Beverage","May Sparkling Juice White | 750ml","750",229.95
"Beverage","May Sparkling Juice Red | 750ml","750",229.95
"Beverage","OVALTINE-ALL IN ONE_POWDER-840g","840",264.5
"Beverage","Nescafe Gold Blend | 50g","50",164.5
"Beverage","Kopiko Cafe Blanca Mini Bag | 30g 10pcs","30",89.5
"Beverage","Great Taste White Caramel | 30g 10pcs","30",89.5
"Beverage","Great Taste Brown Barako | 30g 10pcs","30",89.5
"Beverage","BIG-250 DRINK_PINEAPPLE -250ml","250",10.25
"Beverage","Big 250 Drink Guyabano | 250ml","250",1
"Beverage","Big 250 Drink Grape | 250ml","250",1
"Beverage","Ricoa Cocoa | 1kg","1",902.5
"Beverage","Lipton Yellow Label Tea | 2g 25pcs","2",164.5
"Beverage","Golden Spoon Salabat | 360g","360",144.95
"Beverage","Tiger Beer Crystal Light Can | 330mL","330",59.5
"Beverage","Mogu Mogu Juice Lychee | 1L","1",129.5
"Beverage","Mogu Mogu Juice Coconut | 1L","1",129.5
"Beverage","Squeezed 4 U Dalandan Concentrate | 750ml","750",349.5
"Beverage","Happy Day Tetra Juice Cranberrry1 | 1L","1",174.5
"Beverage","GOOD DAY KOREAN BLUEBERRY SOJU 360ml","360",109.5
"Beverage","NOVELLINO ROSSO CLASSICO 750ML","750",311
"Beverage","FRONTERA CABERNET SAUVIGNON 750ML","750",417
"Beverage","Fundador Brandy | 700ml","700",473
"Beverage","GREAT TASTE WHITE CREMA 30g 10s","30",89.5
"Beverage","Nescafe Gold Sticks |2g 10pcs","2",84.75
"Beverage","Thirstless Orange |199ml","199",7.5
"Beverage","Thirstless Apple |199ml","199",7.5
"Beverage","Teazle Zero Yuja And Green Tea | 500ml","500",74.5
"Beverage","Teazle Zero Strawberry And Rooibos | 500ml","500",74.5
"Beverage","Teazle Zero Peach And Oolong Tea | 500ml","500",74.5
"Beverage","Teazle Zero Peach And Earl Grey | 500ml","500",74.5
"Beverage","Teazle Zero Grape Fruit And Black Tea Flavor | 500ml","500",74.5
"Beverage","Kweichow Moutai Bulao Wf | 125ml","125",4420
"Beverage","Kweichow Moutai Bulao Blue Vintage | 500ml","500",19550
"Beverage","Nestle Coffeemate | 150g","150",54.5
"Beverage","Nutriboost Straw Save P3.00 | 110ml 4pcs","110",49
"Beverage","Lipton Green Tea | 1.5g 25pcs","1.5",239.5
"Beverage","Royal Tru Orange | 180ml 6pcs","180",139.5
"Beverage","Sprite Regular | 180ml 6pcs","180",139.5
"Beverage","Tarami Konjac Jelly Pouch Mango | 150g","150",99.5
"Beverage","Tarami Konjac Jelly Pouch Grapes | 150g","150",99.5
"Beverage","C2 Green Tea Apple Sugarfree | 335ml","335",26.5
"Beverage","Absolut Sprite 7% | 320ml","320",56
"Beverage","Lotte Starlight Chungha Grape | 295ml","295",179.5
"Beverage","Lotte Rose Chungha Apple | 295ml","295",179.5
"Beverage","Royal Tru Orange Zero Sugar | 1.5L","1.5",67.5
"Beverage","Tampico Strawberry Banana Drink | 1L","1",65.95
"Beverage","Tampico Apple Drink | 237ml","237",23.5
"Beverage","Tampico Strawberry Banana Drink | 237ml","237",23.5
"Beverage","Tampico Zero Sugar Citrus Drink | 237ml","237",23.5
"Beverage","Yellowtail Merlot | 750ml","750",550
"Beverage","Tang Iced Tea Lemon | 25g","25",20
"Beverage","Tang Iced Tea Apple | 25g","25",20
"Beverage","Lipton Green Tea | 1.5g 10tea bags","1.5",108.5
"Beverage","Kopiko Blanca 3-in-1 Coffee Mix | 30g 30pcs","30",268.5
"Beverage","Great Taste Premium Blend Coffee Black | 50g","50",51.5
"Beverage","Natural One Juice Grape Apple | 900ml","900",175
"Beverage","Floridas Ornge W Cal Vit D Sme Pulp | 1.5L","1.5",340
"Beverage","Floridas Orange W Cal Vit D No Pulp | 1.5L","1.5",340
"Beverage","Floridas Orange Juice Some Pulp | 1.5L","1.5",340
"Beverage","Rossa Mia Sangria Hamper | 1L 2pcs","1",440
"Beverage","Riunite Lambrusco Red | 750ml","750",460
"Beverage","Golden A Juice Concentrate Four Seasons | 500ml","500",249.5
"Beverage","Golden A Juice Concentrate Mango | 500ml","500",239.5
"Beverage","Golden A Juice Concentrate Tea Calamansi | 500ml","500",189.5
"Beverage","Golden A Juice Concentrate Sago't Gulaman | 500ml","500",184.5
"Beverage","Smart C Calamansi Drink | 1L","1",56.5
"Beverage","Wang Lo Kat Sweet Herbal Tea | 310ml","310",48.5
"Beverage","Sip Plus Original Grape Fruit | 500ml","500",39.5
"Beverage","Sip Plus Honey Yuzu | 500ml","500",39.5
"Beverage","Sip Plus Original Grape Fruit | 350ml","350",34.5
"Beverage","Sip Plus Honey Yuzu | 350ml","350",34.5
"Beverage","Tang Disney Strawberry Lemonade | 19g","19",22.5
"Beverage","Tang Disney Mixed Berries Lemonade | 19g","19",22.5
"Beverage","Vida C Lemon | 325ml","325",44.5
"Beverage","Vida C Orange | 325ml","325",44.5
"Beverage","Tita Lulu Instant Ube Champorado | 55g","55",36.5
"Beverage","Royal Can True Orange Zero Sugar | 320ml","320",37.5
"Beverage","Jiggels Jelly Juice Strawberry | 220ml","220",10.95
"Beverage","Jiggels Jelly Juice Orange | 220ml","220",10.95
"Beverage","Gaya Farm Well Grown Tomato | 1.5L","1.5",179.5
"Beverage","C Vitt Orange Vitamin Drink | 140ml","140",32.5
"Beverage","C Vitt Lemon Vitamin Drink | 140ml","140",32.5
"Beverage","Dutchmill Blueberry | 90ml 4pcs","90",47.5
"Beverage","Dutchmill Orange | 90ml 4pcs","90",47.5
"Beverage","Tang Fruit Plus Orange | 14g","14",26.5
"Beverage","Starbucks Double Shot Mocha | 220ml","220",89.5
"Beverage","Great Taste 3In1 Orig Twinpack | 33g 5pcs","33",45.25
"Beverage","Great Taste 3 In 1 Cream O Twin Pack | 56g 5pcs","56",82.5
"Beverage","Great Taste 3 In 1 Brown Barako Twin Pack | 52g 5pcs","52",69.5
"Beverage","Equal NSA Mocha Coffee | 15g 10pcs","15",229.5
"Beverage","Equal NSA Classic Espresso | 15g 10pcs","15",229.5
"Beverage","Equal NSA Caramel Latte Coffee | 15g 10pcs","15",229.5
"Beverage","Equal NSA Americano Coffee | 15g 10pcs","15",229.5
"Beverage","Silca Coffee Espresso Blend | 250g","250",325
"Beverage","San Miguel Beer Lychee | 330ml 6pcs","330",330
"Beverage","San Miguel Beer Apple | 330ml 6pcs","330",330
"Beverage","Milo Active Go With free Mug | 1Kg","1",289.5
"Beverage","Lipton Lemon Zero Sugar | 450ml","450",27.95
"Beverage","DM Fit N Right Green Apple 330ml","330",34
"Beverage","DM Fit N Right Green Apple | 1L","1",89.5
"Beverage","A&W Rootbeer | 320ml","320",37.5
