Category,Name,Net weight,Price
"Chilled","Arce Dairy Ice Cream Strawberry | 1.5L","1.5",365
"Chilled","Arce Dairy Ice Cream Quezo Real | 1.5L","1.5",360
"Chilled","Arce Dairy Ice Cream Coffee Crumble | 1.5L","1.5",384
"Chilled","Arce Dairy Ice Cream Blueberry Cheesecake | 1.5L","1.5",384
"Chilled","Arce Dairy Ice Cream Avocado | 1.5L","1.5",365
"Chilled","Arce Dairy Ice Cream Pistachio | 1.5L","1.5",384
"Chilled","Ensure Gold Powdered Milk Drink Vanilla | 1.6kg","1.6",3789.5
"Chilled","Ensure Gold Vanilla | 380g","380",1044.95
"Chilled","Anlene BoneActiv Gold | 990g","990",554.5
"Chilled","Anlene Boneactiv Gold | 180g","180",121.5
"Chilled","Bear Brand Adult Plus | 1kg","1",399.5
"Chilled","Enfagrow Three A+ Formula Milk Lactose Free | 1.8kg","1.8",2919.5
"Chilled","Enfagrow Four A+ Powdered Milk Drink Above 3 years old | 1.2kg","1.2",1539.5
"Chilled","Enfagrow Three A+ Formula Milk 1-3 years old | 2.4kg","2.4",3089.5
"Chilled","Enfamil Two A+ Infant Formula Milk 6-12 months | 1.2kg","1.2",2234.5
"Chilled","Enfamil One A+ Infant Formula Powder 0-6 months | 1.2kg","1.2",2234.5
"Chilled","SM Bonus Jackfruit Strips | 500g","500",57.38
"Chilled","Lactum 3+ Vanilla Formula Milk 3 years old up | 2kg","2",1296.5
"Chilled","Lactum 1+ Vanilla Formula Milk 1-3 years old | 1.6kg","1.6",1019.5
"Chilled","Lactum Milk Supplement Powder 6-12 months | 1.2kg","1.2",829.5
"Chilled","Happy Valley Burger Cheese Slices | 1kg","1",1052
"Chilled","California Assorted Chese Free Bread Knife | 190g 3pcs","190",716
"Chilled","Emborg Frenchuht Whipping Cream | 1L","1",406
"Chilled","Hopla Unsweetend Non Dairy Cream | 1L","1",392
"Chilled","Kerry Gold Spreadable Salted Cream Butter | 227g","227",308
"Chilled","Ev Cream Whipped Light Aerosol | 250g","250",275
"Chilled","Magnolia Cream Cheese Regular Save P30 | 225g 2pcs","225",295
"Chilled","Anchor Butter Salted Save P20 | 200g 2pcs","200",282
"Chilled","Anchor Butter Unsalted Save P20 | 200g 2pcs","200",282
"Chilled","Magnolia Gold Butter Unsalted Save P40 | 225g 2pcs","225",284
"Chilled","Magnolia Gold Butter Salted Save P40 | 225g 2pcs","225",284
"Chilled","Emborg Grated Parmesan | 100g","100",199
"Chilled","Lemnos Cheese Slices Reduced Fat | 250g","250",199
"Chilled","Emborg Italian Slices | 200g","200",177
"Chilled","Butter Licious Unsalted Save P10 | 200g 2pcs","200",176
"Chilled","Butter Licious Salted Save P10 | 200g 2pcs","200",176
"Chilled","Magnolia Quickmelt Save P20 | 160g 2pcs","160",167
"Chilled","JCD Lumpia Wrapper | 200pcs","200",160
"Chilled","Emborg European Goudachez Sliced | 150g","150",158
"Chilled","Emborg European Edamchez Sliced | 150g","150",158
"Chilled","Eden Premium Cheddar Slices | 200g 10pcs","200",165
"Chilled","Creamy Delight Greek Mango Save P10 | 100g 4pcs","100",154
"Chilled","Creamy Delight Greek Vanila Save P10 | 100g 4pcs","100",154
"Chilled","Creamy Delight Greek Plain Save P10 | 100g 4pcs","100",154
"Chilled","Creamy Delight Greek Mix Berries Save P10 | 100g 4pcs","100",154
"Chilled","Creamy Delight Nonfat Strawberry Save P10 | 100g 4pcs","100",130
"Chilled","Creamy Delight TC Strawberry Save P10 | 100g 4pcs","100",130
"Chilled","Dari Creme Buttermilk Save P15 | 200g 2pcs","200",110
"Chilled","Dari Creme Classic Save P15 | 200g 2pcs","200",110
"Chilled","Anchor Buttery Unsalted | 200g","200",119
"Chilled","Eden Save P18 | 160g 2pcs","160",95
"Chilled","Magnolia Buttercup Save P8 | 200g 2pcs","200",92
"Chilled","Magnolia Cheezee Save P10 | 160g 2pcs","160",88
"Chilled","Cimory Yogurt Drink Blueberry | 70ml 2pcs","70",75
"Chilled","Cimory Yogurt Drink Strawberry | 70ml 2pcs","70",75
"Chilled","JCD Saba (O) | 1000g-1500g","1000",40.5
"Chilled","So Good Oat Milk Chocolate | 1L","1",149.5
"Chilled","Nestle Chuckie For P90.00 | 180ml 4pcs","180",90
